epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,2190.6,1.05532,0.8167,1.18831,0.5684,0.70833,0.67138,0.29163,1.95186,1.18393,2.04525,0.000874842,0.000874842,0.000874842
50,2233.83,1.02806,0.80127,1.17862,0.70517,0.81328,0.71567,0.30176,1.99343,1.13242,2.21924,0.000858338,0.000858338,0.000858338
51,2276.11,1.05575,0.78675,1.17735,0.7739,0.75822,0.77392,0.35369,1.94153,1.03623,1.89314,0.000841835,0.000841835,0.000841835
52,2318.67,1.03379,0.77828,1.1764,0.69427,0.83853,0.85049,0.33434,1.98519,1.15737,1.86655,0.000825332,0.000825332,0.000825332
53,2361.81,1.00652,0.77376,1.15857,0.60076,0.91667,0.81529,0.36326,1.92811,1.33034,1.88604,0.000808828,0.000808828,0.000808828
54,2404.39,1.00823,0.77249,1.14875,0.7465,0.74947,0.75446,0.313,1.99868,1.13144,2.00521,0.000792325,0.000792325,0.000792325
55,2447.2,1.05114,0.83198,1.20146,0.82611,0.78265,0.8492,0.32466,1.97458,0.93844,1.93516,0.000775822,0.000775822,0.000775822
56,2491.09,0.9673,0.75215,1.1509,0.88149,0.82456,0.82507,0.33361,1.91725,0.98698,1.98901,0.000759318,0.000759318,0.000759318
57,2538.54,0.98623,0.74707,1.15552,0.8538,0.83149,0.87852,0.33598,1.89945,0.94425,2.0019,0.000742815,0.000742815,0.000742815
58,2584.36,0.94156,0.71955,1.12701,0.88146,0.83311,0.89598,0.3546,1.9163,0.91811,1.86313,0.000726312,0.000726312,0.000726312
59,2630.67,0.93658,0.68755,1.10651,0.75269,0.875,0.86961,0.35946,1.88205,0.95734,1.93808,0.000709809,0.000709809,0.000709809
60,2676.35,0.95285,0.73284,1.13552,0.73157,0.81944,0.84964,0.34865,1.96424,0.99998,2.04228,0.000693305,0.000693305,0.000693305
61,2720.7,0.92277,0.71109,1.12286,0.73036,0.797,0.76905,0.28851,2.14189,1.25135,2.42409,0.000676802,0.000676802,0.000676802
62,2765.36,0.94227,0.68589,1.11389,0.76204,0.63889,0.753,0.30382,1.96713,1.18381,2.07418,0.000660299,0.000660299,0.000660299
63,2809.48,0.93249,0.67425,1.12936,0.75206,0.74765,0.71269,0.30081,1.91783,1.12314,1.97717,0.000643795,0.000643795,0.000643795
64,2853.97,0.93289,0.6594,1.11803,0.77536,0.65986,0.77941,0.32304,1.98313,1.07846,2.04207,0.000627292,0.000627292,0.000627292
65,2898.83,0.94323,0.68038,1.12207,0.72525,0.83947,0.76728,0.34039,1.94315,1.19368,2.09902,0.000610789,0.000610789,0.000610789
66,2944.71,0.91732,0.65191,1.11465,0.78759,0.74087,0.78726,0.34343,1.82183,0.9541,1.90859,0.000594286,0.000594286,0.000594286
67,2987.82,0.91418,0.63938,1.099,0.74212,0.81944,0.8244,0.34783,1.88397,0.97705,1.89887,0.000577782,0.000577782,0.000577782
68,3030.35,0.88552,0.69013,1.11132,0.78983,0.77778,0.85852,0.36287,1.90173,1.05556,2.05046,0.000561279,0.000561279,0.000561279
69,3072.5,0.87189,0.64446,1.07658,0.66968,0.83778,0.77214,0.35447,1.89584,1.11543,1.99107,0.000544776,0.000544776,0.000544776
70,3114.94,0.87705,0.67532,1.09315,0.77048,0.92416,0.84878,0.36105,1.89943,0.96014,1.93605,0.000528272,0.000528272,0.000528272
71,3157.82,0.86796,0.63332,1.08919,0.8035,0.90508,0.89456,0.37407,1.87775,0.92871,1.93377,0.000511769,0.000511769,0.000511769
72,3200.45,0.86575,0.66041,1.09333,0.804,0.79775,0.85255,0.36603,1.92917,0.91482,2.06279,0.000495266,0.000495266,0.000495266
73,3243.73,0.85105,0.61229,1.06884,0.82145,0.90278,0.90177,0.37236,1.8591,0.87702,1.86868,0.000478762,0.000478762,0.000478762
74,3286.81,0.85156,0.65262,1.07623,0.87481,0.88255,0.90318,0.35419,1.87821,0.90783,1.89916,0.000462259,0.000462259,0.000462259
75,3329.15,0.80613,0.60456,1.04656,0.66904,0.95249,0.85376,0.3667,1.91341,0.97279,2.0674,0.000445756,0.000445756,0.000445756
76,3371.64,0.86243,0.6069,1.0626,0.64153,0.88889,0.78986,0.34334,1.95035,0.97575,1.97562,0.000429253,0.000429253,0.000429253
77,3414.59,0.81669,0.61671,1.05032,0.81763,0.72422,0.80205,0.33899,2.0019,1.00382,2.11807,0.000412749,0.000412749,0.000412749
78,3456.88,0.81895,0.62268,1.06351,0.65787,0.8087,0.80017,0.35312,1.93241,0.97014,2.03993,0.000396246,0.000396246,0.000396246
79,3499.45,0.79086,0.58756,1.04778,0.82898,0.74141,0.82209,0.35598,1.87086,0.96899,2.10321,0.000379743,0.000379743,0.000379743
80,3541.89,0.7522,0.60302,1.04799,0.76843,0.73845,0.80741,0.36507,1.89275,0.95449,2.06059,0.000363239,0.000363239,0.000363239
81,3584.8,0.81448,0.60312,1.04875,0.81856,0.71342,0.83962,0.37317,1.92171,0.91138,2.16749,0.000346736,0.000346736,0.000346736
82,3627.2,0.75317,0.55376,1.0298,0.91111,0.71633,0.84277,0.36801,1.94456,0.93939,2.06631,0.000330233,0.000330233,0.000330233
83,3669.69,0.77694,0.58229,1.03908,0.80655,0.80219,0.84303,0.35235,1.99201,0.89994,2.21181,0.000313729,0.000313729,0.000313729
84,3712.13,0.77004,0.56612,1.0366,0.74554,0.8806,0.8529,0.34362,1.99065,0.97565,2.19279,0.000297226,0.000297226,0.000297226
85,3754.97,0.77035,0.58846,1.04977,0.71176,0.90543,0.86198,0.36429,1.93776,0.95088,2.04643,0.000280723,0.000280723,0.000280723
86,3797.42,0.78519,0.57693,1.04482,0.73806,0.75,0.82557,0.36158,2.01941,1.05744,2.21666,0.00026422,0.00026422,0.00026422
87,3840.14,0.75711,0.5727,1.02998,0.72926,0.77778,0.85099,0.3684,2.00305,1.01657,2.20261,0.000247716,0.000247716,0.000247716
88,3882.95,0.73125,0.55292,1.01594,0.92965,0.71208,0.88041,0.389,1.88846,0.94763,2.03216,0.000231213,0.000231213,0.000231213
89,3925.6,0.71582,0.54008,1.02603,0.94351,0.76321,0.89403,0.39254,1.89029,0.92415,2.07278,0.00021471,0.00021471,0.00021471
90,3968.84,0.75777,0.59557,1.03429,0.72638,0.91066,0.90046,0.40521,1.88557,0.92066,2.05112,0.000198206,0.000198206,0.000198206
91,4010.99,0.6469,0.46266,0.95665,0.71102,0.95833,0.88384,0.39589,1.90327,0.88245,2.01252,0.000181703,0.000181703,0.000181703
92,4052.77,0.64273,0.45472,0.9609,0.76403,0.89056,0.89459,0.39305,1.92921,0.89043,2.08944,0.0001652,0.0001652,0.0001652
93,4096.61,0.60752,0.42573,0.94428,0.79955,0.89205,0.92,0.39161,1.9566,0.88113,2.15041,0.000148696,0.000148696,0.000148696
94,4138.69,0.60125,0.41055,0.93104,0.90765,0.83078,0.92284,0.40334,1.94252,0.84995,2.11967,0.000132193,0.000132193,0.000132193
95,4182.69,0.58603,0.40647,0.92546,0.88724,0.85901,0.9217,0.38975,1.94935,0.86871,2.13166,0.00011569,0.00011569,0.00011569
96,4226.33,0.58052,0.40728,0.92395,0.88369,0.86758,0.92294,0.3814,1.96633,0.87014,2.22435,9.91865e-05,9.91865e-05,9.91865e-05
97,4268.44,0.58115,0.4206,0.92615,0.90609,0.85596,0.92334,0.38379,1.94999,0.86667,2.20168,8.26832e-05,8.26832e-05,8.26832e-05
98,4310.56,0.57177,0.41097,0.91927,0.8099,0.875,0.90825,0.39004,1.91998,0.87364,2.15228,6.61799e-05,6.61799e-05,6.61799e-05
99,4352.36,0.55272,0.39202,0.90987,0.82181,0.85898,0.90037,0.38523,1.92642,0.86347,2.151,4.96766e-05,4.96766e-05,4.96766e-05
100,4394.22,0.5407,0.38194,0.91128,0.79987,0.86855,0.87302,0.38849,1.93375,0.87093,2.17162,3.31733e-05,3.31733e-05,3.31733e-05
