epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,906.403,1.29963,1.34115,1.12453,0.72001,0.62768,0.64547,0.27295,2.07106,2.03393,2.19322,0.000863116,0.000863116,0.000863116
42,927.499,1.31949,1.29399,1.13982,0.56874,0.66667,0.62804,0.253,2.12669,2.06625,2.21701,0.000848969,0.000848969,0.000848969
43,948.636,1.30064,1.32761,1.14242,0.71438,0.63197,0.64803,0.27144,2.07101,2.0954,2.14201,0.000834822,0.000834822,0.000834822
44,969.952,1.40406,1.3353,1.18289,0.54884,0.51201,0.46362,0.20918,2.05705,2.2175,2.11386,0.000820675,0.000820675,0.000820675
45,991.282,1.26898,1.27914,1.11641,0.57668,0.5066,0.48727,0.19109,2.16604,2.2614,2.16921,0.000806528,0.000806528,0.000806528
46,1012.44,1.19827,1.22243,1.09973,0.48254,0.72529,0.52995,0.20247,2.17355,2.19776,2.15065,0.00079238,0.00079238,0.00079238
47,1033.51,1.2486,1.27569,1.12131,0.53368,0.67641,0.52802,0.23221,2.0146,2.22809,2.03062,0.000778233,0.000778233,0.000778233
48,1055.57,1.25322,1.24692,1.10762,0.58205,0.6992,0.60658,0.27476,1.98162,2.05573,2.05172,0.000764086,0.000764086,0.000764086
49,1077.36,1.26792,1.2428,1.08503,0.59111,0.68333,0.62037,0.27438,2.12883,2.04511,2.17954,0.000749939,0.000749939,0.000749939
50,1099.13,1.23693,1.21891,1.09672,0.69149,0.6467,0.64478,0.27512,2.05279,1.96022,2.09439,0.000735792,0.000735792,0.000735792
51,1121.79,1.23291,1.16811,1.09026,0.65633,0.66342,0.65672,0.30194,1.94192,1.87129,1.98306,0.000721645,0.000721645,0.000721645
52,1144.81,1.21276,1.24048,1.07628,0.55086,0.71111,0.56324,0.21068,2.02289,2.154,2.09472,0.000707498,0.000707498,0.000707498
53,1169.33,1.18854,1.18806,1.08108,0.59683,0.56749,0.52563,0.19084,2.07928,2.34745,2.19042,0.000693351,0.000693351,0.000693351
54,1192.54,1.18365,1.17612,1.09467,0.65688,0.63737,0.59486,0.27423,2.19034,1.97344,2.27679,0.000679204,0.000679204,0.000679204
55,1214.74,1.1491,1.15361,1.059,0.66977,0.66111,0.59149,0.26146,2.18789,1.89584,2.27744,0.000665057,0.000665057,0.000665057
56,1237.01,1.18276,1.17663,1.07897,0.6651,0.6,0.606,0.21448,2.19297,2.08709,2.34532,0.000650909,0.000650909,0.000650909
57,1258.98,1.16725,1.10404,1.06625,0.71566,0.56182,0.57505,0.22423,2.23448,1.97033,2.44785,0.000636762,0.000636762,0.000636762
58,1281.65,1.23962,1.23486,1.09669,0.66842,0.64371,0.64064,0.26644,2.12564,2.01073,2.24712,0.000622615,0.000622615,0.000622615
59,1302.96,1.22881,1.16527,1.09346,0.67257,0.65556,0.6327,0.27397,2.01701,2.07055,2.10059,0.000608468,0.000608468,0.000608468
60,1327.93,1.22268,1.11463,1.05584,0.62211,0.6239,0.57185,0.21835,2.15955,2.02089,2.24974,0.000594321,0.000594321,0.000594321
61,1351.88,1.16539,1.11239,1.05041,0.66575,0.68135,0.56737,0.20871,2.18573,2.00548,2.29845,0.000580174,0.000580174,0.000580174
62,1375.7,1.18922,1.09172,1.07807,0.59641,0.75749,0.56025,0.19172,2.06712,2.26333,2.26335,0.000566027,0.000566027,0.000566027
63,1399.07,1.16675,1.06279,1.05394,0.63463,0.75532,0.58981,0.2197,2.06327,2.31832,2.26678,0.00055188,0.00055188,0.00055188
64,1422.13,1.12826,1.05482,1.04499,0.54305,0.67325,0.56762,0.20149,2.08837,2.21876,2.26889,0.000537733,0.000537733,0.000537733
65,1444.46,1.12128,0.99435,1.05411,0.57075,0.59969,0.54724,0.21556,2.24008,1.95052,2.43971,0.000523586,0.000523586,0.000523586
66,1468.09,1.12626,1.02276,1.06337,0.67553,0.52884,0.56135,0.23458,2.21171,1.81949,2.35534,0.000509438,0.000509438,0.000509438
67,1491.03,1.19036,1.09107,1.07602,0.52585,0.7364,0.61305,0.23166,2.21433,1.84977,2.37033,0.000495291,0.000495291,0.000495291
68,1513.61,1.19228,1.06218,1.0459,0.55347,0.61403,0.59307,0.21687,2.33161,2.00419,2.42591,0.000481144,0.000481144,0.000481144
69,1535.9,1.12103,1.00089,1.04789,0.58676,0.65556,0.55131,0.18265,2.39197,2.10714,2.46758,0.000466997,0.000466997,0.000466997
70,1557.46,1.12344,0.99735,1.05228,0.54955,0.54124,0.46182,0.17277,2.30806,2.12642,2.40214,0.00045285,0.00045285,0.00045285
71,1579.35,1.14605,0.97539,1.02281,0.53768,0.53919,0.44264,0.16623,2.2739,2.11556,2.40212,0.000438703,0.000438703,0.000438703
72,1601.44,1.17659,1.03141,1.07826,0.44453,0.59423,0.48671,0.18883,2.18598,2.1179,2.31859,0.000424556,0.000424556,0.000424556
73,1623.23,1.11088,1.00433,1.04734,0.49928,0.64741,0.56336,0.19081,2.22092,2.13437,2.32375,0.000410409,0.000410409,0.000410409
74,1646.11,1.12016,1.03297,1.03569,0.5941,0.59312,0.59962,0.22356,2.22211,2.03141,2.27331,0.000396262,0.000396262,0.000396262
75,1668.8,1.08996,0.96574,1.01805,0.61727,0.60312,0.61183,0.23245,2.22701,1.96435,2.28708,0.000382115,0.000382115,0.000382115
76,1690.16,1.03761,0.94863,1.01741,0.66883,0.7274,0.64368,0.24749,2.19845,1.84079,2.27002,0.000367967,0.000367967,0.000367967
77,1711.61,1.08384,0.90179,1.01235,0.65637,0.66917,0.59352,0.24502,2.15744,1.79267,2.22002,0.00035382,0.00035382,0.00035382
78,1734.37,1.13651,0.90676,1.03659,0.62683,0.67086,0.60759,0.24292,2.11263,1.8261,2.17011,0.000339673,0.000339673,0.000339673
79,1756.96,1.05709,0.90974,1.02977,0.61863,0.69595,0.61295,0.24874,2.09549,1.83292,2.15848,0.000325526,0.000325526,0.000325526
80,1778.67,1.07692,0.91302,1.01839,0.60589,0.70064,0.60983,0.27021,1.97472,1.86034,2.022,0.000311379,0.000311379,0.000311379
81,1800.45,1.11002,0.92427,1.0404,0.56674,0.69588,0.66187,0.28013,1.98172,1.8419,2.03838,0.000297232,0.000297232,0.000297232
82,1821.77,1.04938,0.90439,1.02206,0.53241,0.7404,0.66837,0.26174,2.09868,1.85939,2.15535,0.000283085,0.000283085,0.000283085
83,1843.6,1.04239,0.9069,0.99666,0.514,0.62778,0.53963,0.23566,2.13708,1.91247,2.19269,0.000268938,0.000268938,0.000268938
84,1866.04,1.01734,0.86704,0.98368,0.55292,0.65556,0.53541,0.22522,2.1955,1.94926,2.27842,0.000254791,0.000254791,0.000254791
85,1888.26,1.06663,0.88731,1.00672,0.62801,0.65458,0.59167,0.22854,2.21101,1.95293,2.31503,0.000240644,0.000240644,0.000240644
86,1910.21,1.06028,0.83808,0.98817,0.60688,0.65,0.6236,0.22804,2.29995,1.88105,2.48714,0.000226497,0.000226497,0.000226497
87,1932.04,1.02331,0.85112,1.00581,0.60303,0.66555,0.62289,0.22795,2.32762,1.79325,2.53488,0.000212349,0.000212349,0.000212349
88,1953.97,1.02765,0.89182,0.99783,0.56283,0.6945,0.58017,0.22482,2.30248,1.74585,2.50365,0.000198202,0.000198202,0.000198202
89,1975.22,1.05309,0.88757,1.00219,0.59446,0.75007,0.63177,0.23111,2.26471,1.79195,2.45336,0.000184055,0.000184055,0.000184055
90,1996.73,1.03603,0.84436,0.98502,0.62586,0.74779,0.63631,0.23672,2.24262,1.83141,2.38871,0.000169908,0.000169908,0.000169908
91,2018.45,0.96157,0.91352,1.0053,0.61077,0.75455,0.64256,0.24073,2.22112,1.87484,2.35921,0.000155761,0.000155761,0.000155761
92,2039.24,0.97861,0.9803,1.00023,0.56047,0.74832,0.61127,0.23168,2.23158,1.93249,2.38961,0.000141614,0.000141614,0.000141614
93,2060.18,0.94011,0.8595,0.99847,0.55671,0.78988,0.58418,0.20976,2.24314,1.93239,2.40756,0.000127467,0.000127467,0.000127467
94,2080.97,0.92616,0.85638,0.95891,0.50411,0.6963,0.53347,0.19776,2.28709,1.94795,2.4736,0.00011332,0.00011332,0.00011332
95,2101.75,0.97532,0.83025,0.99605,0.49086,0.67126,0.49775,0.1905,2.30392,1.95505,2.50287,9.91726e-05,9.91726e-05,9.91726e-05
96,2122.94,0.97934,0.85632,0.985,0.52802,0.69904,0.52204,0.19343,2.25675,1.97391,2.41665,8.50255e-05,8.50255e-05,8.50255e-05
97,2143.65,0.91619,0.82983,0.976,0.51039,0.6703,0.49458,0.2011,2.22636,1.98429,2.35788,7.08784e-05,7.08784e-05,7.08784e-05
98,2164.48,0.95384,0.80976,0.97819,0.49579,0.70977,0.50216,0.21353,2.20272,1.99081,2.2974,5.67313e-05,5.67313e-05,5.67313e-05
99,2185.24,0.92876,0.83836,0.95863,0.49447,0.7138,0.52614,0.22829,2.19129,1.98132,2.27888,4.25842e-05,4.25842e-05,4.25842e-05
100,2206.08,0.88012,0.79065,0.94812,0.50147,0.65695,0.52508,0.23204,2.19482,1.97074,2.29416,2.84371e-05,2.84371e-05,2.84371e-05
