epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,15586.5,1.26145,0.85535,1.2755,0.73107,0.40556,0.54353,0.22379,2.34399,1.95316,2.79892,0.00079238,0.00079238,0.00079238
47,15914.3,1.24643,0.90097,1.28777,0.69334,0.45158,0.5215,0.20822,2.32224,2.2667,2.79128,0.000778233,0.000778233,0.000778233
48,16279.4,1.22829,0.8301,1.26115,0.53877,0.55757,0.5873,0.21888,2.47425,1.77948,3.00864,0.000764086,0.000764086,0.000764086
49,16619.7,1.26174,0.87676,1.24557,0.56645,0.51358,0.51935,0.19526,2.49868,1.86246,3.01979,0.000749939,0.000749939,0.000749939
50,16968.9,1.24707,0.88224,1.2773,0.75914,0.43609,0.57047,0.25092,2.30514,1.62311,2.75294,0.000735792,0.000735792,0.000735792
51,17299.3,1.27746,0.85839,1.25468,0.57452,0.36111,0.49076,0.22404,2.30944,1.62806,2.90125,0.000721645,0.000721645,0.000721645
52,17619,1.22935,0.93224,1.23297,0.57726,0.44951,0.4503,0.15087,2.31356,2.25674,2.94665,0.000707498,0.000707498,0.000707498
53,17932.2,1.19011,0.89011,1.216,0.68733,0.45773,0.4875,0.1668,2.21447,2.09327,2.85443,0.000693351,0.000693351,0.000693351
54,18255,1.21291,0.88037,1.27411,0.40132,0.53213,0.48498,0.21642,2.08099,1.79217,2.73451,0.000679204,0.000679204,0.000679204
55,18571.9,1.0964,0.87178,1.17676,0.61388,0.66111,0.62507,0.26582,2.16496,1.67018,2.80151,0.000665057,0.000665057,0.000665057
56,18910.9,1.18665,0.93403,1.21184,0.211,0.48056,0.24299,0.0788,2.41375,3.46361,2.95628,0.000650909,0.000650909,0.000650909
57,19227.8,1.14343,0.85197,1.20324,0.44798,0.50556,0.37754,0.13705,2.2562,2.94317,2.73968,0.000636762,0.000636762,0.000636762
58,19586.5,1.23804,0.91972,1.23366,0.57027,0.54444,0.5431,0.22589,2.14313,2.03332,2.62058,0.000622615,0.000622615,0.000622615
59,19951.9,1.15896,0.86975,1.21419,0.54393,0.55225,0.48078,0.20348,2.21983,2.14755,2.71541,0.000608468,0.000608468,0.000608468
60,20298.2,1.144,0.79755,1.16786,0.54912,0.56099,0.53747,0.20486,2.33781,1.83745,2.99001,0.000594321,0.000594321,0.000594321
61,20637.9,1.10995,0.75149,1.17372,0.71095,0.56137,0.58284,0.21468,2.28825,1.86798,2.89947,0.000580174,0.000580174,0.000580174
62,20991.2,1.11961,0.74412,1.21293,0.56878,0.58733,0.49149,0.20141,2.25096,1.91955,2.87715,0.000566027,0.000566027,0.000566027
63,21300.9,1.17922,0.76259,1.20137,0.48943,0.62529,0.42179,0.15707,2.23877,2.00854,2.89035,0.00055188,0.00055188,0.00055188
64,21681.3,1.11561,0.73697,1.17725,0.40827,0.48544,0.46904,0.18591,2.24379,1.81016,2.86367,0.000537733,0.000537733,0.000537733
65,22035.3,1.13165,0.71967,1.20173,0.45888,0.51087,0.45282,0.18917,2.3447,1.81266,2.93793,0.000523586,0.000523586,0.000523586
66,22391.9,1.10513,0.73498,1.20307,0.6442,0.5758,0.59675,0.22931,2.33407,1.88841,2.85086,0.000509438,0.000509438,0.000509438
67,22729.4,1.10411,0.75388,1.19253,0.64562,0.46109,0.51289,0.20579,2.39412,1.9952,2.91392,0.000495291,0.000495291,0.000495291
68,23061.8,1.15108,0.79221,1.15736,0.49574,0.6,0.5198,0.22428,2.29094,1.95554,2.83172,0.000481144,0.000481144,0.000481144
69,23399.1,1.0684,0.72005,1.15625,0.71366,0.53505,0.60263,0.2771,2.13511,1.73003,2.6874,0.000466997,0.000466997,0.000466997
70,23706.7,1.02202,0.74979,1.15368,0.57368,0.57222,0.58459,0.25635,2.16094,1.6762,2.74349,0.00045285,0.00045285,0.00045285
71,24042.2,1.04162,0.62854,1.10636,0.55487,0.67711,0.60324,0.24662,2.28134,1.74386,2.96328,0.000438703,0.000438703,0.000438703
72,24378.5,1.08806,0.72219,1.18485,0.554,0.64149,0.58167,0.22217,2.33891,1.75215,3.08115,0.000424556,0.000424556,0.000424556
73,24713.7,1.05809,0.67834,1.13625,0.60261,0.59596,0.59928,0.23866,2.3349,1.69026,3.06687,0.000410409,0.000410409,0.000410409
74,25043.4,1.10991,0.71476,1.15347,0.6788,0.52757,0.66163,0.27994,2.21844,1.57887,2.89708,0.000396262,0.000396262,0.000396262
75,25379.1,1.00761,0.65666,1.10563,0.56966,0.60299,0.63243,0.2674,2.23795,1.62558,2.9842,0.000382115,0.000382115,0.000382115
76,25715.1,0.9926,0.65997,1.11404,0.61972,0.50021,0.56929,0.23167,2.2684,1.77818,3.01361,0.000367967,0.000367967,0.000367967
77,26069.7,1.04992,0.67576,1.11209,0.73477,0.49098,0.59336,0.24259,2.26965,1.76818,3.00417,0.00035382,0.00035382,0.00035382
78,26408,1.0322,0.60859,1.10754,0.56022,0.61379,0.5727,0.23783,2.26306,1.66686,2.98385,0.000339673,0.000339673,0.000339673
79,26747.2,0.9605,0.5923,1.11786,0.54377,0.55907,0.55292,0.23693,2.24687,1.65679,2.98726,0.000325526,0.000325526,0.000325526
80,27084.1,1.02787,0.61918,1.10769,0.51908,0.6,0.60022,0.2522,2.20207,1.70408,3.00275,0.000311379,0.000311379,0.000311379
81,27435,0.99181,0.59982,1.1327,0.60907,0.59444,0.59136,0.2431,2.19125,1.68887,2.9806,0.000297232,0.000297232,0.000297232
82,27772.8,0.95183,0.63788,1.11517,0.50898,0.591,0.53627,0.22781,2.14408,1.80309,2.91321,0.000283085,0.000283085,0.000283085
83,28111.1,1.00269,0.64823,1.10095,0.46444,0.45046,0.46442,0.20309,2.15456,2.01716,2.92442,0.000268938,0.000268938,0.000268938
84,28467.9,0.95015,0.57444,1.07059,0.50699,0.48969,0.51331,0.20494,2.1645,2.00902,2.98182,0.000254791,0.000254791,0.000254791
85,28807.9,0.96945,0.57366,1.08723,0.59883,0.45556,0.52024,0.21961,2.21255,1.97422,3.06977,0.000240644,0.000240644,0.000240644
86,29164.2,0.94326,0.54288,1.06366,0.48011,0.57983,0.51915,0.22322,2.19466,1.80814,3.06179,0.000226497,0.000226497,0.000226497
87,29507.4,0.91097,0.55741,1.08243,0.53776,0.48069,0.49614,0.21655,2.18422,1.76673,3.04429,0.000212349,0.000212349,0.000212349
88,29843,0.9073,0.58618,1.06361,0.51612,0.49571,0.49938,0.21984,2.12763,1.82409,2.98257,0.000198202,0.000198202,0.000198202
89,30157.5,0.95878,0.58778,1.09733,0.50635,0.49133,0.50295,0.21754,2.14261,1.87875,2.99866,0.000184055,0.000184055,0.000184055
90,30527.1,0.92856,0.52595,1.03348,0.51592,0.46495,0.52699,0.23299,2.14507,1.95629,3.02831,0.000169908,0.000169908,0.000169908
91,30853.2,0.8931,0.60586,1.1705,0.53146,0.40513,0.49515,0.23452,2.14367,1.91695,3.02627,0.000155761,0.000155761,0.000155761
92,31156.9,0.89382,0.53593,1.15098,0.41101,0.56252,0.54012,0.2552,2.16626,1.76247,3.05504,0.000141614,0.000141614,0.000141614
93,31477.9,0.81309,0.51804,1.08617,0.53964,0.41517,0.5467,0.25762,2.19294,1.75206,3.08779,0.000127467,0.000127467,0.000127467
94,31792,0.84036,0.54568,1.08557,0.51177,0.50757,0.55951,0.25791,2.22626,1.71673,3.13288,0.00011332,0.00011332,0.00011332
95,32094.4,0.8771,0.54755,1.15826,0.54472,0.51126,0.59101,0.24628,2.23519,1.7221,3.14247,9.91726e-05,9.91726e-05,9.91726e-05
96,32411.6,0.83828,0.50544,1.11395,0.54188,0.50463,0.57954,0.24593,2.23003,1.77787,3.12784,8.50255e-05,8.50255e-05,8.50255e-05
97,32700.9,0.78443,0.46352,1.06842,0.54076,0.50625,0.57708,0.24367,2.25387,1.77742,3.16455,7.08784e-05,7.08784e-05,7.08784e-05
98,32991.7,0.80366,0.46205,1.08601,0.55758,0.50084,0.58248,0.252,2.19025,1.76826,3.08237,5.67313e-05,5.67313e-05,5.67313e-05
99,33295.1,0.78469,0.48785,1.0803,0.55855,0.50457,0.58522,0.26188,2.16825,1.74885,3.06233,4.25842e-05,4.25842e-05,4.25842e-05
100,33607.5,0.77859,0.46319,1.08915,0.559,0.50751,0.58432,0.26928,2.15874,1.7732,3.0356,2.84371e-05,2.84371e-05,2.84371e-05
